Time [ms]
650
202
643
1685
1429
402
1066
1656
878
539
99
0
787
167
0
469
334
0
362
1477
930
1681
0
1485
494
111
659
50
151
676
604
638
320
0
249
652
1281
734
709
1087
583
0
245
105
0
583
621
741
1858
191
138
0
0
0
2914
1584
389
284
385
250
1053
0
311
97
0
0
1115
755
2794
535
527
921
372
1686
0
402
749
569
0
561
1317
2171
1548
493
689
1529
2105
355
872
2271
295
770
2079
175
0
740
2211
0
596
1729
2283
559
2524
833
1338
495
3435
1403
1896
2519
0
392
0
819
2375
1722
2421
1243
458
1
891
675
1487
1346
514
892
145
876
1263
3919
233
915
60
1098
2943
676
501
1397
2045
499
588
1074
45
0
208
1492
967
1194
1699
851
1084
408
634
436
0
249
956
1102
614
163
1064
0
316
593
483
697
455
0
684
463
2909
846
0
1913
917
106
