Time [ms]
0
1800
419
804
0
1942
337
1856
32
0
81
0
2111
1413
0
573
294
156
570
2678
2293
1762
153
1050
142
84
929
268
435
1193
393
410
170
29
0
382
776
1435
1429
427
1247
595
1352
1052
951
533
1733
0
612
1565
1372
1601
604
907
335
569
1788
347
842
1983
1083
840
1412
249
846
0
10
485
1102
1985
851
770
1411
1658
71
32
105
452
2026
861
1930
3105
1769
1417
707
1298
789
2829
166
543
1863
1072
2552
1009
111
624
272
195
629
910
1222
244
224
660
542
235
0
1727
3238
965
210
2294
212
0
238
536
1395
281
2711
670
1685
298
224
3540
141
129
38
98
0
82
3332
741
343
2571
0
847
1738
479
3162
257
1897
111
172
0
0
269
802
181
1345
846
301
347
1179
1796
88
162
1733
891
1230
37
793
55
1572
3280
1018
971
