Time [ms]
404
821
908
709
274
0
0
1169
197
885
855
153
495
844
268
808
1471
259
988
3032
1281
498
1344
0
3704
334
335
1019
1397
885
177
0
976
668
20
321
1198
0
146
0
0
705
613
130
404
493
0
2269
608
1069
2463
3864
868
0
362
1718
1094
380
0
3319
1009
1106
4653
1020
631
1214
4037
214
1590
4419
1275
184
1076
80
489
1931
315
157
437
1099
1756
0
3349
0
732
0
963
373
634
106
168
2241
213
83
638
0
725
1333
1376
565
1697
733
613
765
1166
704
2152
3717
760
59
1521
4136
1677
465
706
1084
1922
826
2058
379
0
286
4360
561
999
306
769
308
3629
2405
0
1062
293
432
5080
1194
1326
132
841
0
38
459
431
2605
349
2106
374
859
254
66
39
4120
690
1066
1323
