Time [ms]
0
332
1177
1064
88
888
91
271
1747
456
311
924
0
629
1432
21
1260
2353
1695
1582
2170
2884
0
253
0
1738
1506
73
906
846
1978
1572
1320
827
976
69
1671
32
728
572
360
470
598
2337
1827
132
1838
1183
3058
2334
1500
714
4196
281
877
512
1720
4698
850
1735
817
0
658
2586
307
1399
936
455
1661
0
1294
294
1706
1547
1268
656
1323
1957
2336
224
203
1087
1541
1983
0
962
0
0
565
855
540
371
540
2403
1340
0
459
1798
3376
1081
0
340
1444
43
0
2606
136
585
943
924
622
4016
1818
1770
1339
2126
3222
1692
506
813
1521
5139
1403
331
1757
2141
224
357
378
1061
956
712
872
0
1635
0
547
3730
360
0
729
1231
4474
