Time [ms]
488
773
582
0
381
488
67
78
2054
24
1050
0
446
66
536
410
1090
1833
306
375
279
345
1360
859
0
0
974
845
0
649
1265
0
193
155
381
1277
424
485
785
258
0
0
0
858
538
282
1
1733
795
452
649
0
597
332
485
0
480
0
467
598
0
0
370
226
719
368
793
0
46
1020
315
1239
1646
1006
0
295
362
1617
122
506
973
88
516
153
683
0
825
0
468
534
834
401
354
284
0
126
2500
859
395
1183
314
1060
371
983
946
0
0
575
0
0
2120
561
0
396
1320
1380
0
1404
1213
1172
960
22
759
318
184
890
1192
0
827
387
981
1376
0
0
0
185
572
675
555
53
1407
324
395
978
1256
0
456
189
0
170
531
0
121
786
0
467
498
0
849
145
399
0
467
351
1467
150
403
470
1167
87
660
961
601
0
1061
841
129
26
921
78
200
276
114
710
0
138
265
0
897
83
1385
161
221
362
635
579
0
575
212
714
869
