Time [ms]
204
552
573
154
342
0
1251
1678
734
491
776
0
0
262
267
0
19
516
78
135
1011
93
660
795
481
50
363
0
0
268
384
943
1027
678
1674
247
241
1743
0
0
0
61
871
0
0
20
66
1677
743
389
346
0
352
1184
702
80
197
0
344
130
975
343
1061
537
665
743
0
527
912
94
380
10
422
975
0
604
0
1555
1178
0
943
188
1387
1326
129
939
753
153
189
743
821
0
760
731
184
1481
1831
747
770
254
497
72
1151
227
606
466
612
611
244
251
2920
434
0
531
137
760
464
662
1128
2027
712
1172
172
1446
1425
1069
427
888
1391
202
734
0
297
685
822
648
1
0
550
0
294
0
364
188
66
17
523
0
572
0
275
32
172
1242
1
167
683
516
1644
396
1207
363
120
1481
0
143
542
383
347
430
277
2448
121
243
0
469
203
671
0
266
0
712
1050
110
1456
453
1234
306
18
52
724
0
199
608
0
0
0
0
165
297
734
361
395
451
238
