Time [ms]
0
356
534
377
902
220
284
0
820
862
319
0
810
689
322
1237
1086
0
1361
606
254
67
851
265
398
209
0
426
1761
1256
606
1205
719
0
215
1678
0
465
175
875
1829
500
600
823
1128
123
724
318
494
804
554
1617
135
0
1065
644
3
0
313
29
470
361
871
165
816
202
0
0
673
156
415
611
161
384
502
385
176
1143
572
2413
471
286
0
819
0
113
0
1629
817
114
474
0
0
0
970
0
0
315
749
0
709
292
715
812
578
0
427
963
0
92
672
1857
0
880
357
0
204
715
262
0
880
526
738
0
1600
568
675
750
358
0
1101
621
206
478
175
115
154
0
568
672
644
435
1350
260
1362
557
895
540
847
62
419
114
691
518
402
1184
1165
1591
1385
367
0
500
311
0
979
1013
0
811
850
678
41
0
1318
1554
777
124
940
1699
311
0
763
398
424
0
615
315
468
541
393
0
40
765
111
272
376
270
0
194
343
471
1128
1628
103
0
0
795
80
