Time [ms]
94
828
434
459
18
0
89
0
387
0
0
708
352
752
0
0
98
303
1010
151
183
656
581
24
696
852
890
261
209
0
0
0
0
673
0
847
176
455
635
570
1041
535
982
402
735
184
17
159
0
0
1280
885
0
487
874
0
680
97
378
248
864
606
1014
208
276
468
0
0
0
207
1966
1439
0
475
358
483
773
360
0
763
279
0
756
299
0
741
0
0
737
943
157
0
575
332
3
817
0
253
0
0
776
456
106
1828
29
157
1692
363
1137
98
683
1244
459
707
116
185
359
128
902
803
696
246
0
203
789
1310
0
518
0
441
0
441
44
0
950
107
440
24
67
0
0
120
199
391
1146
171
291
413
318
353
581
27
583
140
868
693
600
2116
981
0
890
978
643
112
0
518
0
513
690
958
703
791
0
676
0
0
0
1036
216
190
552
188
49
654
550
886
77
0
103
35
0
280
695
54
677
0
599
136
10
0
1519
0
198
163
223
1309
0
515
387
459
0
372
437
423
232
200
1188
0
0
