Time [ms]
0
127
1494
259
1269
60
831
587
0
826
0
866
282
1058
1016
75
790
552
80
0
738
722
653
59
461
0
552
418
0
77
702
523
282
0
201
1529
1029
0
0
0
896
430
189
0
0
353
961
386
639
705
720
0
534
0
0
736
438
65
227
162
0
0
481
667
0
1485
264
456
250
39
608
610
787
617
318
588
80
556
793
478
193
604
1011
1526
0
640
0
445
0
685
0
0
543
687
73
491
544
589
161
722
101
40
0
448
423
560
97
375
734
129
0
873
152
960
602
464
166
222
446
0
773
181
0
736
24
0
590
338
0
150
0
194
87
1081
0
286
622
548
0
712
331
65
467
1319
271
1290
655
452
398
238
577
229
347
419
0
249
1116
331
139
45
401
717
359
754
784
1088
0
0
258
0
855
749
301
32
0
595
81
323
1097
95
333
0
403
851
0
820
214
718
659
0
1019
13
439
101
0
698
444
18
299
762
746
686
383
523
164
31
899
934
193
0
1352
0
677
213
461
35
466
0
508
745
