Time [ms]
0
34
642
421
0
353
2910
1322
278
451
1044
1314
499
960
663
526
815
373
0
804
1256
1934
428
171
188
736
585
1
0
0
2370
157
1106
1064
694
35
0
160
110
1312
1880
415
0
1266
737
1860
725
289
979
1031
2474
758
629
65
1390
0
0
608
842
266
212
1136
0
324
567
221
935
6
659
467
347
1656
298
0
787
1034
544
0
292
884
1166
1887
575
1414
0
1892
1285
1066
1979
2274
4895
924
1063
1405
386
0
1335
2690
2253
1410
1480
3393
0
0
0
391
122
496
429
2216
1315
1524
72
384
86
0
990
890
289
1070
867
3330
1269
571
814
632
1082
523
446
433
772
450
521
522
37
806
2654
390
46
2155
994
610
4536
251
924
6900
867
462
369
0
6370
611
1046
645
2465
0
2594
491
0
514
