Time [ms]
0
0
549
1550
109
1960
162
0
457
2182
429
459
550
1072
436
154
0
119
464
0
609
1174
10
596
1269
155
104
351
0
1905
123
177
0
1257
392
986
0
1580
434
955
1377
331
308
614
1533
1741
58
0
1355
982
872
408
1531
2393
221
587
126
1101
1845
760
958
1243
908
615
497
1964
374
0
372
510
1982
1231
1628
3647
841
929
941
808
196
0
426
1287
371
1996
95
558
1449
338
770
892
1588
2632
2929
524
2414
2517
1717
1729
3848
827
0
865
642
766
384
403
243
1121
874
3259
0
874
1469
964
0
82
165
2430
427
0
173
390
919
626
1081
1079
2359
1188
157
3822
2854
1928
1619
352
723
2587
1321
420
5041
358
381
6539
1082
1828
0
5744
219
1671
0
5285
