Time [ms]
0
0
2481
0
0
0
1101
0
1466
0
0
0
0
0
599
4892
0
0
0
0
0
655
0
1227
0
3347
914
0
914
0
1834
0
955
406
1341
999
2213
0
0
1345
810
0
939
0
0
126
0
557
753
2243
0
0
1272
0
0
930
0
0
0
441
2718
965
564
2295
1716
0
867
1477
0
1253
1388
0
0
0
1415
646
0
0
0
0
5646
0
0
1456
714
426
3229
0
1330
0
0
0
0
1096
0
0
3182
0
762
1326
2521
993
2234
818
3826
0
0
424
0
1329
893
0
827
2179
0
734
0
2231
0
0
579
0
1044
3624
0
1122
390
0
795
471
1864
520
2959
0
1373
0
4499
331
3257
693
0
0
1097
0
0
0
0
0
355
925
1536
0
0
3054
833
508
0
0
1881
0
1542
0
1971
0
0
0
0
0
440
0
0
0
0
0
0
953
0
0
678
1863
