Time [ms]
0
1146
326
0
0
0
0
1610
780
512
0
799
0
1136
0
302
0
0
1416
917
1028
1604
108
1234
0
0
0
2820
0
0
0
782
1896
1007
0
4115
2249
2174
934
2481
0
706
0
4042
644
0
0
0
0
0
1031
618
1402
0
463
1281
0
0
0
497
0
841
0
0
2527
2039
1227
1533
0
0
1105
2220
0
0
0
0
0
663
0
0
2971
0
0
0
1279
1109
3332
1597
568
2192
1002
0
0
0
0
1552
1362
0
0
0
383
0
444
3011
0
0
0
1053
0
0
1763
0
129
0
1401
0
1065
0
2222
0
0
0
1351
1641
1098
738
1353
0
4066
662
3355
276
0
0
0
0
0
0
205
0
3022
0
3853
1441
0
1172
0
710
1017
0
1680
0
0
0
3455
0
1404
0
0
648
6970
6254
666
637
0
0
