Time [ms]
800
0
340
408
195
130
789
0
1030
381
2466
567
0
567
208
425
684
10
805
78
556
141
359
0
234
1062
440
758
799
0
485
455
1253
482
74
561
1185
164
0
0
0
1502
1012
514
108
292
560
835
360
325
0
122
530
628
868
868
179
1525
191
161
283
732
404
0
108
290
610
99
285
1367
170
950
599
642
764
439
51
466
0
0
370
307
0
654
102
0
784
806
0
646
1299
14
629
700
481
1115
295
912
0
0
341
771
737
42
134
528
692
134
855
1531
202
0
425
0
0
295
1776
1224
929
0
702
330
524
659
0
1177
1281
23
428
821
446
945
1105
0
243
0
769
1019
2392
251
0
16
2524
1004
641
218
0
413
429
699
41
42
45
348
271
138
542
575
1562
196
738
202
0
910
1427
560
206
1185
455
0
233
784
0
466
1605
347
518
414
715
0
0
1380
31
444
821
97
658
776
931
1540
291
0
537
598
423
109
445
0
530
183
307
985
818
190
844
627
