Time [ms]
0
802
477
693
717
81
571
795
0
586
0
809
293
1168
0
1793
0
0
0
1258
731
0
977
1636
1081
1746
1292
644
750
534
0
40
771
0
494
459
0
761
935
0
51
359
0
234
568
302
0
421
543
916
445
652
517
453
0
1252
0
232
1037
0
439
0
0
863
267
787
606
0
514
608
1115
95
85
230
620
327
340
345
0
0
133
644
0
362
0
869
830
786
183
456
608
1633
1403
1011
226
0
404
0
782
648
650
86
150
0
1577
0
1230
91
982
456
1421
197
1391
660
793
36
441
597
565
1151
329
0
777
1076
616
0
1014
415
213
39
165
223
257
800
0
42
0
618
68
160
0
860
777
487
279
171
375
0
232
312
576
1121
0
0
273
0
793
657
585
118
0
785
843
0
730
235
209
44
517
365
0
0
158
1156
476
522
718
411
0
0
0
843
102
172
202
704
585
550
111
412
1275
286
199
1703
391
849
24
267
0
0
611
168
0
709
716
240
0
613
1553
56
1486
