Time [ms]
394
0
1964
328
948
945
3325
556
2096
1414
2062
354
1089
383
1319
245
0
1471
282
1405
0
1638
2554
252
668
3357
0
0
774
3280
623
0
367
291
3810
0
94
3195
1053
1354
1604
1780
386
16
1762
0
0
1226
61
47
1709
1401
0
333
471
2365
1346
0
3878
0
390
594
3504
861
10
114
1176
175
943
520
100
296
3100
1816
0
1943
1982
1505
3087
2125
337
0
682
478
1505
3314
2784
1025
780
2057
832
935
374
52
138
1116
103
0
895
714
596
271
20
447
839
287
1458
712
0
205
528
1118
2315
1283
1534
1513
1155
0
0
243
275
116
1321
0
531
59
0
1410
1910
1505
0
594
1008
1514
506
1757
504
174
979
1951
876
740
360
639
205
737
1515
1646
1947
4310
1569
2878
495
0
1440
